timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1589318122276,35,File1,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,3,0,0
1589318122312,25,File2,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,1,0,0
1589318122337,27,File3,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,3,0,0
1589318122364,26,File4,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,3,0,0
1589318122390,29,File5,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318122419,16,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,1,1,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318122435,26,File7,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,1,0,0
1589318122461,24,File8,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,3,0,0
1589318122485,23,File9,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,1,0,0
1589318122508,25,File0,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,1,0,0
1589318122533,22,File1,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,1,0,0
1589318122555,21,File2,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,1,0,0
1589318122576,23,File3,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,1,0,0
1589318122599,22,File4,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,0,0,0
1589318122621,21,File5,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318122642,12,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,1,1,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318122654,21,File7,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,1,0,0
1589318122675,23,File8,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,1,0,0
1589318122698,23,File9,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,1,0,0
1589318122721,22,File0,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,1,0,0
1589318122743,23,File1,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,1,0,0
1589318122771,26,File2,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,4,0,0
1589318122797,22,File3,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,1,0,0
1589318122819,22,File4,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318122841,25,File5,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,2,0,0
1589318122867,13,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,1,1,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318122880,22,File7,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,1,0,0
1589318122902,66,File8,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,2,0,0
1589318122968,34,File9,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,1,0,0
1589318123003,35,File0,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,1,0,0
1589318123038,35,File1,200,OK,FTP Users 1-1,,true,,1048557,0,1,1,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,1,0,0
1589318123073,34,File2,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,1,0,0
1589318123093,36,File1,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,1,0,0
1589318123108,32,File3,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,0,0,0
1589318123129,23,File2,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,2,0,0
1589318123140,24,File4,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318123153,21,File3,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,0,0,0
1589318123164,26,File5,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,4,0,0
1589318123174,24,File4,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,3,0,0
1589318123190,17,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,2,2,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,4,0,0
1589318123198,21,File5,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318123207,21,File7,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,0,0,0
1589318123219,15,File6,550,"550 Failed to open file.
",FTP Users 1-2,,false,,0,0,2,2,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,5,0,0
1589318123234,20,File7,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,1,0,0
1589318123228,27,File8,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,5,0,0
1589318123254,21,File8,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,1,0,0
1589318123255,22,File9,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,1,0,0
1589318123277,21,File0,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,1,0,0
1589318123275,26,File9,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,2,0,0
1589318123302,27,File0,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,0,0,0
1589318123298,32,File1,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,1,0,0
1589318123330,22,File2,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,1,0,0
1589318123329,24,File1,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,2,0,0
1589318123352,20,File3,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,1,0,0
1589318123353,20,File2,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,0,0,0
1589318123373,25,File3,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,0,0,0
1589318123373,34,File4,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318123398,24,File4,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318123407,21,File5,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318123428,12,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,2,2,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318123422,21,File5,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318123443,17,File6,550,"550 Failed to open file.
",FTP Users 1-2,,false,,0,0,2,2,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,0,0,0
1589318123440,25,File7,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,0,0,0
1589318123460,27,File7,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,6,0,0
1589318123465,24,File8,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,1,0,0
1589318123488,22,File8,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,0,0,0
1589318123489,23,File9,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,1,0,0
1589318123510,22,File9,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,1,0,0
1589318123512,25,File0,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,5,0,0
1589318123532,21,File0,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,1,0,0
1589318123537,26,File1,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,6,0,0
1589318123553,27,File1,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,4,0,0
1589318123563,22,File2,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,1,0,0
1589318123585,22,File3,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,1,0,0
1589318123580,28,File2,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,6,0,0
1589318123607,23,File4,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,0,0,0
1589318123608,28,File3,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,5,0,0
1589318123630,23,File5,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318123636,24,File4,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318123653,19,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,2,2,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,3,0,0
1589318123660,22,File5,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318123672,29,File7,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,0,0,0
1589318123682,22,File6,550,"550 Failed to open file.
",FTP Users 1-2,,false,,0,0,2,2,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,4,0,0
1589318123704,30,File7,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,4,0,0
1589318123701,37,File8,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,3,0,0
1589318123734,44,File8,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,3,0,0
1589318123738,43,File9,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,6,0,0
1589318123781,38,File0,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,0,0,0
1589318123778,43,File9,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,3,0,0
1589318123819,30,File1,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,3,0,0
1589318123821,29,File0,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,1,0,0
1589318123850,24,File1,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,1,0,0
1589318123849,36,File2,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,6,0,0
1589318123874,29,File2,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,5,0,0
1589318123885,35,File3,200,OK,FTP Users 1-1,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,2,0,0
1589318123903,28,File3,200,OK,FTP Users 1-2,,true,,1048557,0,2,2,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,2,0,0
1589318123931,38,File4,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,2,0,0
1589318123920,57,File4,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,4,0,0
1589318123969,38,File5,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,12,0,0
1589318123978,31,File5,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318123941,79,File1,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,3,0,0
1589318124007,24,File6,550,"550 Failed to open file.
",FTP Users 1-2,,false,,0,0,3,3,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,0,0,0
1589318124009,23,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,3,3,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318124020,26,File2,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,2,0,0
1589318124031,21,File7,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,0,0,0
1589318124032,33,File7,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,1,0,0
1589318124046,27,File3,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,1,0,0
1589318124052,25,File8,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,0,0,0
1589318124065,25,File8,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,1,0,0
1589318124073,29,File4,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318124077,30,File9,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,1,0,0
1589318124090,36,File9,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,2,0,0
1589318124102,25,File5,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,1,0,0
1589318124107,24,File0,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,2,0,0
1589318124127,18,File6,550,"550 Failed to open file.
",FTP Users 1-3,,false,,0,0,3,3,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318124126,25,File0,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,1,0,0
1589318124131,26,File1,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,0,0,0
1589318124151,25,File1,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,3,0,0
1589318124145,33,File7,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,5,0,0
1589318124157,34,File2,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,0,0,0
1589318124176,26,File2,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,1,0,0
1589318124178,26,File8,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,1,0,0
1589318124202,26,File3,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,1,0,0
1589318124191,37,File3,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,1,0,0
1589318124228,31,File4,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318124228,40,File4,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318124267,30,File5,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,5,0,0
1589318124258,39,File5,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,3,0,0
1589318124204,100,File9,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,10,0,0
1589318124297,14,File6,550,"550 Failed to open file.
",FTP Users 1-2,,false,,0,0,3,3,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318124297,24,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,3,3,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318124303,36,File0,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,1,0,0
1589318124311,46,File7,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,2,0,0
1589318124322,49,File7,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,3,0,0
1589318124339,48,File1,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,6,0,0
1589318124357,46,File8,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,2,0,0
1589318124371,41,File8,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,2,0,0
1589318124387,41,File2,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,0,0,0
1589318124403,33,File9,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,2,0,0
1589318124428,31,File3,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,3,0,0
1589318124412,71,File9,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,2,0,0
1589318124436,52,File0,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,5,0,0
1589318124459,30,File4,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,4,0,0
1589318124486,30,File0,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,4,0,0
1589318124489,38,File5,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,6,0,0
1589318124488,41,File1,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,3,0,0
1589318124516,34,File1,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,2,0,0
1589318124529,30,File2,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,3,0,0
1589318124527,43,File6,550,"550 Failed to open file.
",FTP Users 1-3,,false,,0,0,3,3,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,6,0,0
1589318124551,27,File2,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,1,0,0
1589318124559,34,File3,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,4,0,0
1589318124578,27,File3,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,5,0,0
1589318124570,49,File7,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,1,0,0
1589318124605,27,File4,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,1,0,0
1589318124593,60,File4,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/610_log.log (Ascii)  ->,3,0,0
1589318124619,41,File8,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,6,0,0
1589318124632,46,File5,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,2,0,0
1589318124653,30,File5,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/810_log.log (Ascii)  ->,5,0,0
1589318124660,33,File9,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,7,0,0
1589318124678,17,File6,550,"550 Failed to open file.
",FTP Users 1-1,,false,,0,0,3,3,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,4,0,0
1589318124686,19,File6,550,"550 Failed to open file.
",FTP Users 1-2,,false,,0,0,3,3,ftp://172.17.0.2:9098/logs/000_log.log (Ascii)  ->,1,0,0
1589318124694,35,File0,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,2,0,0
1589318124705,34,File7,200,OK,FTP Users 1-2,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,3,0,0
1589318124695,48,File7,200,OK,FTP Users 1-1,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/030_log.log (Ascii)  ->,8,0,0
1589318124729,31,File1,200,OK,FTP Users 1-3,,true,,1048557,0,3,3,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,1,0,0
1589318124744,45,File8,200,OK,FTP Users 1-1,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,0,0,0
1589318124777,32,File1,200,OK,FTP Users 1-4,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/070_log.log (Ascii)  ->,3,0,0
1589318124760,52,File2,200,OK,FTP Users 1-3,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,5,0,0
1589318124739,77,File8,200,OK,FTP Users 1-2,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/230_log.log (Ascii)  ->,3,0,0
1589318124789,32,File9,200,OK,FTP Users 1-1,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,0,0,0
1589318124809,36,File2,200,OK,FTP Users 1-4,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/210_log.log (Ascii)  ->,3,0,0
1589318124821,36,File0,200,OK,FTP Users 1-1,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/250_log.log (Ascii)  ->,3,0,0
1589318124816,52,File9,200,OK,FTP Users 1-2,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/433_log.log (Ascii)  ->,3,0,0
1589318124812,58,File3,200,OK,FTP Users 1-3,,true,,1048557,0,4,4,ftp://172.17.0.2:9098/logs/410_log.log (Ascii)  ->,7,0,0
